,Annualized Average Return,Annualized Volatility,Annualized Cumulative Return,Sharpe Ratio,Minimum Monthly Return,Maximum Monthly Return,VaR_95 (monthly),VaR_99 (monthly),ES_95 (monthly),ES_99 (monthly),Max_Drawdown
P_vw_oos,0.07368513028127816,0.13198124865753127,0.06699265210726146,0.4268741817023679,-0.11442251197480205,0.1329161675884338,0.06625768806162469,0.0936092469563911,0.08520065479793201,0.107534447273373,-0.22852219303544996
P_vw_oos(0.5),0.07344067533628226,0.132070304324001,0.0667202155988944,0.42469843335322105,-0.11883298466348989,0.12877437293163954,0.0637100824262195,0.09145806045644857,0.08409116123213506,0.10755013935854656,-0.2244384426213939
P_vw_oos(NZ),0.07333340949346157,0.13222465167104455,0.06658405250537469,0.4233938443938869,-0.11897509591269156,0.12885537106121434,0.06381828822711182,0.09169765973735068,0.08424831194394145,0.10765377181953162,-0.22439382462939772
