,Annualized Average Return,Annualized Volatility,Annualized Cumulative Return,Sharpe Ratio,Minimum Monthly Return,Maximum Monthly Return,VaR_95 (monthly),VaR_99 (monthly),ES_95 (monthly),ES_99 (monthly),Max_Drawdown
P_vw_oos,0.07368513028127814,0.13198124865753127,0.06699265210726124,0.42687418170236785,-0.11442251197480208,0.13291616758843383,0.0662576880616247,0.0936092469563911,0.08520065479793201,0.10753444727337301,-0.22852219303544974
P_vw_oos(0.5),0.07370027072735531,0.13213886593733992,0.06698709518087642,0.42643729683745046,-0.11877606849422695,0.12934986625209988,0.06362872434187951,0.09152201716023596,0.08408382758786838,0.10751254497547619,-0.22444109924701494
