,Annualized Average Return,Annualized Volatility,Annualized Cumulative Return,Sharpe Ratio,Minimum Monthly Return,Maximum Monthly Return,VaR_95 (monthly),VaR_99 (monthly),ES_95 (monthly),ES_99 (monthly),Max_Drawdown
P_mv_oos,0.07682647198193558,0.10824927569565367,0.07338733400997066,0.5492715119970986,-0.09470271811091882,0.09892414747185098,0.04169484011996668,0.06680960095412364,0.05987294534555003,0.08149374075250594,-0.17474578107693606
P_mv_oos(0.5),0.07688688166619986,0.11268806168670835,0.07294440677905478,0.5281882160827415,-0.10474221036771568,0.10388027285267157,0.043483898821025976,0.06408304747118933,0.05963384201034535,0.08628561963870347,-0.17391878675648842
