Year,ISIN,Weight
2013,JP3535800001,0.0009155086904995144
2013,JP3571400005,0.002622331819744628
2013,AU000000WES1,0.012940871428157055
2013,JP3551500006,0.010744948613591508
2013,AU000000WOR2,0.0021993290707705763
2013,JP3877600001,0.004159560426956712
2013,JP3539220008,0.0030108267187542387
2013,JP3621000003,0.0027453379181476795
2013,JP3190000004,0.0013580669575779594
2013,NZCENE0001S6,0.0007048875020147056
2013,JP3481800005,0.003656494015505513
2013,JP3903000002,0.00047018771818641984
2013,NZTELE0001S4,0.0009148106890859763
2013,JP3850200001,6.819819101191806e-21
2013,AU000000STO6,0.0038641974259274706
2013,JP3401400001,0.0011852269446900963
2013,BMG2442N1048,0.001712692584045872
2013,JP3726800000,0.021505618138067804
2013,JP3122400009,0.000930121660704893
2013,HK0019000162,0.003119939174014819
2013,JP3626800001,0.0024063530493251763
2013,JP3258000003,0.00409888573875569
2013,AU000000GWA4,0.0005320629579527324
2013,JP3688370000,0.0012057304751857893
2013,BMG8063F1068,0.002653745457743774
2013,JP3973400009,0.0031354250877552296
2013,JP3942400007,0.007692512462290481
2013,AU000000MGR9,0.002008314258129842
2013,JP3900000005,0.006294349598552767
2013,JP3493400000,0.0010330912665717793
2013,JP3111200006,0.002358740462099345
2013,JP3420600003,0.0023627618682036207
2013,JP3407400005,0.0029549278725850637
2013,JP3201200007,0.0019275349760111032
2013,JP3443600006,0.0013756481007399094
2013,JP3678000005,0.000581129590109679
2013,JP3304200003,0.009303927505744788
2013,JP3165700000,0.0028680145894430286
2013,AU000000ANZ3,0.02529976172701007
2013,SG1U68934629,0.0053722908371497706
2013,NZAIAE0002S6,0.0011496444481115023
2013,BMG677491539,0.0017766385121648685
2013,JP3405400007,0.0010272690164289371
2013,JP3209000003,0.0007933789279844178
2013,JP3720800006,0.0012388770020011868
2013,AU000000ORI1,0.0032544298613702404
2013,AU000000TAH8,0.0006015931512341219
2013,JP3452000007,0.00016818272021189285
2013,JP3229400001,0.0010036372595441836
2013,AU000000PPT9,0.0008721691201128638
2013,JP3522200009,0.0
2013,JP3493800001,0.0018987301667517827
2013,JP3544000007,0.0007047742780127132
2013,AU000000CQR9,0.0002717556215564132
2013,AU000000IGO4,0.0004951137810545178
2013,JP3792600003,0.0020752397247341234
2013,AU000000CSL8,0.0098110756930184
2013,JP3854600008,0.0231862446736278
2013,JP3270000007,0.0010317188287806082
2013,JP3362700001,0.00023066230055948485
2013,AU000000OZL8,0.0004570615323476934
2013,AU0000038911,0.0
2013,JP3733000008,0.0022435304377529286
2013,JP3116000005,0.0035593363525550188
2013,JP3667600005,0.002450928147970676
2013,JP3592200004,0.005933992971582974
2013,HK0011000095,0.010715678445650025
2013,AU000000CWY3,0.00039572432738644426
2013,JP3605400005,0.0
2013,AU000000NAB4,0.022495946887247938
2013,JP3910660004,0.007421516764888825
2013,AU000000SUN6,0.00505054177884242
2013,AU000000SGM7,0.0008989333183064833
2013,JP3463000004,0.013495309158668305
2013,JP3870400003,0.0007792745848931357
2013,AU000000NCM7,0.006256581480631941
2013,JP3811000003,0.00023537868473405118
2013,JP3300600008,0.0014302202072580723
2013,AU0000088338,0.0016199547876260812
2013,JP3977400005,0.0017246622583637554
2013,JP3629000005,0.001597684749343577
2013,JP3753000003,1.5982274197993165e-05
2013,JP3134800006,0.0014681809767194739
2013,JP3769000005,0.001025794754828739
2013,JP3786200000,0.001225455871908275
2013,JP3224200000,0.002187203636796209
2013,JP3830000000,0.001122577458311826
2013,JP3738600000,0.0012088412230080502
2013,JP3357200009,0.0010247142986359638
2013,JP3814000000,0.0038540803509567417
2013,HK0823032773,0.0040436298131243794
2013,JP3890350006,0.018680448579085508
2013,JP3164800009,0.0007158585803644228
2013,JP3528600004,0.0010464353728856556
2013,JP3634600005,0.003869799063800565
2013,AU000000GPT8,0.0024762437305679685
2013,HK0200030994,0.0007823641076769876
2013,HK0003000038,0.008069531006590174
2013,AU000000SHL7,0.0022123586141810977
2013,SG1J26887955,0.002242325426696072
2013,AU000000QAN2,0.00011333318423545645
2013,HK0002007356,0.006218919515323625
2013,JP3210200006,0.0011529083980437406
2013,AU000000BEN6,0.001039026838237412
2013,AU000000AMP6,0.005188725708733
