Year,ISIN,Weight
2013,JP3982100004,0.0024787636768524653
2013,BMG524401079,0.002593650517107872
2013,JP3402600005,0.003042191347088219
2013,JP3733000008,0.002265014077574637
2013,JP3452000007,0.0003404189712779278
2013,JP3942400007,0.007857305632804205
2013,AU000000BHP4,0.0421515757759453
2013,JP3246400000,0.0018506041132582832
2013,NZCENE0001S6,0.0010476622621428302
2013,SG1J26887955,0.0022311537671747313
2013,JP3358800005,0.0008856911095267797
2013,JP3256000005,0.0017739530414426228
2013,JP3792600003,0.00195352654325063
2013,JP3164800009,0.0008647617773859514
2013,JP3371200001,0.008626659660223999
2013,JP3493800001,0.0017894089345028377
2013,JP3820000002,0.0006360250314376252
2013,AU000000SHL7,0.0019302110473524813
2013,HK0011000095,0.010499322064368514
2013,JP3197800000,0.0019013347893220137
2013,JP3368000000,0.0006810780780064398
2013,JP3613400005,0.0009931801728022183
2013,JP3229400001,0.0010107869523273284
2013,AU000000AMP6,0.005356135696824718
2013,JP3814800003,0.00363364548968056
2013,JP3166000004,0.0005498429794956537
2013,BMG677491539,0.0014972201645796087
2013,JP3351600006,0.0018172451458486494
2013,JP3787000003,0.001683545187331717
2013,JP3788600009,0.009459443634441489
2013,AU000000PPT9,0.0005965250621218024
2013,JP3582600007,0.0006524859166798954
2013,AU000000STO6,0.003946373015672815
2013,JP3818000006,0.0028534552094902636
2013,AU000000WES1,0.013109772206176972
2013,AU000000WOW2,0.01357997885296742
2013,SGXE21576413,0.005003098767705744
2013,JP3551200003,0.0005044626412781707
2013,JP3672400003,0.0151812417095294
2013,JP3200450009,0.0038908656268170044
2013,JP3877600001,0.0041225603578467
2013,JP3629000005,0.001433592596400946
2013,AU000000CSL8,0.009522937279278606
2013,SG1R89002252,0.002857442192345121
2013,AU000000TCL6,0.003177580801130751
2013,JP3830000000,0.000991685021044999
2013,JP3890350006,0.01856912173435887
2013,JP3659000008,0.0026425728555124497
2013,AU000000CWY3,0.00042042357030886216
2013,JP3891600003,0.0004934590406677754
2013,JP3359600008,0.0013877422164777825
2013,JP3940000007,0.002547979725676815
2013,JP3888400003,0.0004723263668705501
2013,JP3027680002,0.002083130531112263
2013,JP3720800006,0.0012973647036567343
2013,JP3595200001,0.00036468779637677956
2013,JP3535800001,0.0007761052406736193
2013,JP3678000005,0.0004765021700713985
2013,JP3362700001,0.0012176679524801223
2013,JP3493400000,0.0006485192486113045
2013,JP3519400000,0.003738282742475161
2013,JP3174410005,0.0011959512013615602
2013,AU000000SGM7,0.0007015624715487189
2013,JP3571400005,0.002561438197774472
2013,AU000000APA1,0.0016905431733052739
2013,JP3814000000,0.0034759259846697315
2013,JP3126400005,0.0003790951303251188
2013,JP3463000004,0.013280771821305886
2013,JP3890310000,0.00437892680307317
2013,JP3850200001,0.0005293183445089854
2013,JP3429800000,0.002295850621106985
2013,AU000000ANZ3,0.02536219049506293
2013,AU000000LLC3,0.002058138369712954
2013,JP3148800000,0.0006588188241814331
