,Annualized Average Return,Annualized Volatility,Annualized Cumulative Return,Sharpe Ratio,Minimum Monthly Return,Maximum Monthly Return,VaR_95 (monthly),VaR_99 (monthly),ES_95 (monthly),ES_99 (monthly),Max_Drawdown
P_mv_oos,0.08345575718590467,0.11859819708852222,0.07914429494649644,0.5562494753798362,-0.1496225999531952,0.1003419805605803,0.04560581879738392,0.07230240784017254,0.06941845274084807,0.11531725582408696,-0.21124462198124427
P_mv_oos(0.5),0.0765076197859941,0.11199169836532612,0.07262333059074222,0.5704402055328914,-0.10081827607535769,0.10321440978303156,0.04292424328069883,0.06258865657315373,0.05975312954055756,0.08219542875076791,-0.17647608274724869
P_vw_oos,0.07368513028127802,0.1319812486575312,0.06699265210726124,0.42687418170236724,-0.114422511974802,0.1329161675884338,0.06625768806162464,0.09360924695639104,0.08520065479793199,0.10753444727337294,-0.2285221930354494
P_vw_oos(0.5),0.07374628549701365,0.13213398531409157,0.06703660538042189,0.46348866978728365,-0.11877606849422699,0.12934986625209968,0.06361581176622104,0.09150969423311589,0.08408330404838568,0.10750173539028243,-0.2243037770475803
P_vw_oos(NZ),0.07350677948011454,0.13227801993629193,0.06676161752429843,0.46118198160231005,-0.11885772664204616,0.12942108678374367,0.06376480293179144,0.09171240696581877,0.08421374888993634,0.1075693578600366,-0.22427574875377465
