Year,ISIN,Weight
2013,AU000000LLC3,0.0018239404094526016
2013,JP3657400002,0.0036909831682980995
2013,AU000000WES1,0.012835727847283845
2013,JP3535800001,0.0009054582870951946
2013,JP3528600004,0.0011051033806610652
2013,JP3634600005,0.004006382343650803
2013,JP3571400005,0.0026862834852372903
2013,HK0823032773,0.004046486699742883
2013,JP3200450009,0.003739934094392768
2013,JP3854600008,0.023338056240249833
2013,AU0000038911,3.4172021617901793e-08
2013,HK0010000088,0.002839269239544587
2013,JP3814000000,0.004122958665787107
2013,JP3743000006,0.0014679522699433544
2013,JP3357200009,0.0012152481521032219
2013,JP3940000007,0.002598525262077
2013,JP3435000009,0.00493964583523104
2013,AU000000GWA4,0.0003827730119116926
2013,JP3134800006,0.001456279329616206
2013,JP3246400000,0.004039245453006636
2013,JP3684000007,0.003130766876762053
2013,AU000000AMP6,0.005169536604188575
2013,JP3166000004,0.0006313689185646502
2013,JP3229400001,0.0010715580249733663
2013,AU000000ORI1,0.003329742007521612
2013,JP3505000004,0.0033519410491143304
2013,AU000000ERA9,0.0005438402980549618
2013,JP3888400003,0.000506301165069121
2013,JP3350800003,0.0009996131941528408
2013,JP3300600008,0.0015321388654773245
2013,JP3362700001,0.0005156479828832364
2013,JP3786200000,0.0013162986417834357
2013,HK0006000050,0.005917531160218831
2013,BMG2442N1048,0.0015998651437456165
2013,JP3573000001,0.0045256654169567225
2013,JP3368000000,1.816517917573664e-09
2013,AU000000ASX7,0.0019096735371878428
2013,JP3293200006,0.0006830320944205476
2013,JP3672400003,0.015279388712402529
2013,JP3289800009,0.0005363508045156825
2013,JP3678000005,0.0005313006901007136
2013,JP3955000009,0.0009394912417138788
2013,JP3190000004,0.001297975663954489
2013,JP3818000006,0.003109683843470662
2013,JP3463000004,0.013709553414891551
2013,AU000000IAG3,0.0036713873437189204
2013,BMG524401079,0.002758546094934169
2013,AU000000SGP0,0.0027909826457784143
2013,JP3197800000,0.0022411876965724603
2013,BMG677491539,0.0016509467654420703
2013,JP3359600008,0.0016242735157547428
2013,JP3491000000,0.0005411275433530626
2013,JP3783600004,0.0088155436349434
2013,JP3596200000,0.0010741728517257043
2013,JP3634200004,0.0010447577989959966
2013,AU000000SUN6,0.004993233109847538
2013,JP3405400007,0.0009594468634066882
2013,JP3788600009,0.009669699404517052
2013,JP3256000005,0.0017715827377759205
2013,JP3890310000,0.004548600839622103
2013,JP3118000003,0.0009391049321825938
2013,JP3902400005,0.006098368685282057
2013,JP3914400001,0.004586665358117505
2013,JP3429800000,0.0022587622265988687
2013,AU000000NAB4,0.022443739983554797
2013,JP3898400001,0.011394870670714315
2013,AU000000BHP4,0.042243950293584694
2013,JP3688370000,0.001056367227273343
2013,JP3769000005,0.0009215163033518423
2013,IE00BKVD2N49,0.003858764813475284
2013,JP3228600007,0.001690193599125302
2013,JP3738600000,0.00127130623330008
2013,JP3407400005,0.002998477200619743
2013,AU000000STO6,0.0038709268202177446
2013,AU000000BEN6,0.0010796183813728318
2013,AU000000GPT8,0.002464307607805464
2013,JP3982100004,0.00291580677254436
2013,JP3116000005,0.0034998445734988463
2013,JP3119600009,0.002925542846283567
2013,SG1V61937297,0.0029428848141032833
2013,JP3726800000,0.021452662889369062
2013,JP3304200003,0.00921186554081242
2013,AU000000DXS1,0.0017539430519287115
2013,AU000000TLS2,0.019796136012632578
2013,JP3778630008,0.0008622363084103383
2013,JP3621000003,0.002585344734997544
2013,JP3890350006,0.018709451588992388
2013,JP3294460005,0.007131051623865104
2013,JP3902900004,0.026251237513428435
2013,JP3385980002,0.001468615971633275
2013,JP3223800008,0.0
