Year,ISIN,Weight
2013,AU000000CQR9,4.2080923827635753e-07
2013,JP3814800003,5.691932962568431e-09
2013,HK0823032773,0.037795991449271316
2013,AU0000038911,5.572336321004417e-09
2013,AU000000LLC3,3.568953889581566e-08
2013,JP3866800000,6.683884402443154e-09
2013,AU000000SGM7,2.689983463596184e-08
2013,JP3544000007,2.2516143907931894e-09
2013,JP3522200009,1.5591414232354352e-11
2013,JP3914400001,1.7521469141335655e-08
2013,JP3613400005,1.0397675498613975e-08
2013,JP3215800008,1.6028800916028053e-09
2013,JP3595200001,1.4086005771278548e-10
2013,AU000000OZL8,2.405220449601067e-08
2013,JP3270000007,3.577348254214921e-08
2013,NZTELE0001S4,8.733978175728922e-08
2013,JP3830000000,3.7441800778968716e-08
2013,JP3596200000,6.34562751128944e-09
2013,JP3854600008,4.1712102218288685e-09
2013,JP3200450009,4.6869466570657516e-08
2013,JP3592200004,1.8187738799841277e-08
2013,JP3180400008,0.008503430312048027
2013,JP3158800007,1.2257872203548463e-10
2013,JP3294460005,2.0186284889107192e-08
2013,JP3573000001,0.02055484054267757
2013,SG1F60858221,0.03425344127750429
2013,JP3686800008,2.1653109690402943e-10
2013,AU000000GWA4,4.41952549871219e-08
2013,AU000000PPT9,2.0699715797523323e-07
2013,HK0200030994,4.5260578960657173e-07
2013,AU000000SGP0,1.0259781739236256e-07
2013,IE00BKVD2N49,4.495811726810649e-08
2013,JP3401400001,5.998246066660875e-10
2013,JP3827200001,1.2656002286691008e-08
2013,JP3475350009,1.2997448584049856e-08
2013,JP3769000005,9.758944208669366e-09
2013,JP3148800000,1.4235406945146498e-08
2013,AU000000WOR2,9.163488924334668e-08
2013,JP3634600005,6.018235418046287e-09
2013,JP3678000005,4.986441355098807e-09
2013,AU000000IAG3,1.0070358756853698e-07
2013,JP3551200003,1.513379114144712e-11
2013,JP3638600001,3.1909095710179194e-09
2013,JP3414750004,0.024380505161697097
2013,JP3898400001,9.130379176687238e-09
2013,AU000000CSR5,6.004911542591112e-09
2013,JP3358800005,7.653568987175227e-09
2013,JP3634200004,6.794333549378363e-09
2013,NZCENE0001S6,1.1415038824360107e-09
2013,JP3551520004,6.845509802520194e-08
2013,AU000000MTS0,3.627431978308578e-08
2013,JP3289800009,1.4514145523169409e-10
2013,AU000000QBE9,1.418076473977208e-07
2013,JP3357200009,0.017006243899089293
2013,JP3493400000,4.599824684161256e-09
2013,JP3388200002,1.5639064919241182e-08
2013,JP3359600008,1.1157932473212012e-08
2013,JP3973400009,1.079822629473145e-08
2013,AU000000BWP3,6.230197690134965e-08
2013,AU000000ANZ3,1.5638157042494172e-07
2013,JP3877600001,8.800609432651661e-08
2013,JP3481800005,8.194914813266156e-09
2014,JP3505000004,2.1406761576023403e-08
2014,AU000000QAN2,9.911091985973387e-11
2014,HK0003000038,0.031322655184128474
2014,SG1U68934629,2.3997336051955622e-08
2014,JP3778630008,5.446704940363426e-08
2014,SGXE21576413,2.62118359918972e-07
2014,JP3811000003,3.267449487371724e-08
2014,JP3792600003,2.1774730149288503e-08
2014,JP3977400005,0.018668874492446315
2014,JP3210200006,1.4565036263007322e-08
2014,AU000000ASX7,1.2832759191388447e-07
2014,AU000000SBM8,2.5827294777047827e-09
2014,JP3940000007,5.531461430033669e-09
2014,JP3890350006,9.934091719734063e-08
2014,JP3463000004,0.043651449873624404
2014,AU000000MGR9,1.583375027405356e-07
2014,JP3397200001,1.0438086877151267e-08
2014,BMG677491539,5.050095669177514e-10
2014,JP3452000007,2.726782869752639e-08
2014,SG9999000020,4.6587389406048696e-08
2014,HK0006000050,0.2137167168025024
2014,JP3443600006,1.5886254341721654e-08
2014,JP3711600001,1.0855839868237184e-08
2014,AU000000SHL7,8.59490985685372e-08
2014,HK0019000162,2.940063544161654e-10
2014,JP3733000008,4.748838943383687e-08
2014,JP3405400007,6.622391464558238e-08
2014,JP3112000009,1.0208863277996526e-09
2014,NZAIAE0002S6,7.366858622778946e-08
2014,JP3582600007,2.548960310971791e-07
2014,AU000000CSL8,3.519869774282561e-08
2014,JP3830800003,9.358135420062343e-10
2014,JP3495000006,1.1148176446431719e-08
2014,AU000000DXS1,9.167209047114127e-08
2014,AU000000MQG1,2.8360306542939295e-07
2014,JP3519400000,1.9375551231242006e-08
2014,JP3951600000,0.015663901423504052
2014,JP3942400007,0.003871762732467233
2014,JP3526600006,1.525505980003597e-11
2014,JP3726800000,1.795212157760837e-08
2014,AU000000WBC1,1.391115221397627e-07
2014,HK0010000088,7.228402638677544e-08
2014,JP3201200007,5.703547600274554e-08
2014,HK0002007356,0.10111957860557347
2014,JP3657400002,4.115958277097345e-08
2014,JP3165600002,1.3127883074626705e-08
2014,SG1R50925390,1.555882177318207e-09
2014,AU0000088338,3.874622873278086e-09
2014,JP3891600003,1.539390813404748e-08
2014,AU000000WES1,1.4590515134751762e-08
2014,JP3407400005,1.3103345074868801e-08
2014,JP3753000003,1.024011376620698e-10
2014,JP3868400007,3.140565795336055e-08
2014,JP3122400009,8.979234871127963e-08
2014,JP3246400000,0.0
2014,JP3850200001,1.8785101680698164e-11
2014,SG1J26887955,1.0926759688355527e-07
2014,JP3902900004,3.9737737228216994e-08
2014,JP3266400005,1.9953533147407332e-08
2014,JP3197800000,2.402657609943127e-08
2014,JP3385980002,5.453831110495874e-09
2014,JP3194000000,4.394519326628949e-08
2014,AU000000SIG5,2.747321608999437e-08
2014,SG1V61937297,3.55720476469005e-10
2014,JP3116000005,0.03195354034242808
2014,SG1R89002252,1.4547713151229114e-07
2014,AU000000TCL6,8.839735860831942e-08
2014,JP3684000007,9.026906972405677e-09
2014,AU000000ORG5,9.374497321496926e-10
2014,JP3788600009,1.4957335856709055e-08
2014,AU000000BLD2,2.625152900540302e-09
2014,JP3421100003,1.157299603155682e-08
2014,JP3491000000,6.469816030143538e-09
2014,JP3205800000,3.166110265740531e-09
2014,AU000000CWY3,7.541851750593994e-09
2014,JP3783600004,1.6248974736123246e-09
2014,JP3429800000,0.03841755430084682
2014,AU000000CIM7,4.37778538978531e-08
2014,JP3982800009,9.98069164383686e-09
2014,JP3528600004,1.5491322762840327e-07
2014,JP3435000009,2.695375823106607e-08
2014,JP3890310000,6.616501478186899e-08
2014,BMG8063F1068,1.2068715527987688e-08
2014,AU000000ORI1,6.053497200060947e-09
2014,JP3293200006,3.3372769417390628e-09
2014,AU000000WOW2,1.790660818958917e-08
2014,JP3269600007,9.955344873815094e-10
2014,JP3633400001,0.0342091138113189
2014,JP3256000005,2.286326213973852e-08
2014,JP3224200000,2.0818330096660023e-08
2014,JP3629000005,7.2347758608713614e-09
2014,JP3893600001,1.2701285991292221e-08
2014,BMG2442N1048,4.839668492452283e-08
2014,JP3605400005,1.471265648344335e-11
