Year,ISIN,Weight
2014,JP3197800000,0.0
2014,JP3419400001,0.0
2014,JP3256000005,0.0
2014,JP3122400009,0.0
2014,HK0823032773,0.0
2014,HK0200030994,0.0
2014,JP3633400001,0.0
2014,SG1F60858221,0.0
2014,JP3402600005,0.0
2014,AU000000BSL0,0.0
2014,JP3164800009,0.020239093887048427
2014,JP3126400005,0.0
2014,SG1R89002252,0.0
2014,JP3787000003,0.0
2014,JP3388200002,0.0
2014,JP3289800009,0.0
2014,JP3205800000,0.0
2014,AU000000BEN6,0.0
2014,AU000000IGO4,0.0
2014,BMG684371393,0.0
2014,AU000000ERA9,0.0
2014,JP3266400005,0.0
2014,AU000000LLC3,0.0
2014,JP3505000004,0.0
2014,JP3528600004,0.0
2014,JP3421100003,0.0
2014,JP3973400009,0.0
2014,AU000000SIG5,0.015890547276826088
2014,HK0388045442,0.0
2014,AU000000ANZ3,0.0
2014,JP3811000003,0.0
2014,JP3197600004,0.0
2014,AU000000SHL7,0.0
2014,AU000000SBM8,0.0012696364810655578
2014,JP3405400007,0.0
2014,JP3229400001,0.0
2014,JP3224200000,0.0
2014,JP3385980002,0.0
2014,JP3982100004,0.11897230524421863
2014,AU000000WOW2,0.0
2014,JP3665200006,0.0
2014,JP3449020001,0.0
2014,JP3456000003,0.0
2014,AU000000WOR2,0.0
2014,JP3351600006,0.0
2014,JP3743000006,0.0
2014,AU000000ORI1,0.0
2014,SG1J26887955,0.016766236782316136
2014,JP3900000005,0.0
2014,NZCENE0001S6,0.0
2014,AU000000MTS0,0.0
2014,JP3502200003,0.0
2014,JP3819400007,0.0
2014,AU000000STO6,0.0
2014,AU000000DOW2,0.0
2014,JP3223800008,0.0
2014,JP3368000000,0.0
2014,JP3200450009,0.0
2014,AU000000GWA4,0.0
2014,JP3592200004,0.0
2014,AU000000PPT9,0.0
2014,AU000000WBC1,0.0
2014,AU0000224040,0.0
2014,JP3634600005,0.0
2014,AU000000CBA7,0.0
2014,IE00BKVD2N49,0.0
2014,JP3672400003,0.0
2014,JP3726800000,0.0
2014,JP3401400001,0.0
2014,AU000000TLS2,0.010776716664227703
2014,JP3720800006,0.0
2014,AU000000SGM7,0.0
2014,JP3830000000,0.0
2014,JP3902900004,0.0
2014,JP3827200001,0.0
2014,JP3638600001,0.0
2014,JP3982800009,0.0
2014,JP3619800000,0.0
2014,JP3496400007,0.0
2014,JP3148800000,0.0
2014,AU000000BHP4,0.0
2014,BMG524401079,0.0
2014,JP3260800002,0.0402805643402922
2014,AU000000IVC8,0.0
2014,HK0003000038,0.0
2014,JP3659000008,0.0
2014,AU000000TAH8,0.0
2014,JP3362700001,0.0
2014,JP3769000005,0.0
2014,JP3526600006,0.02019703140385943
2014,JP3112000009,0.0
2014,JP3778630008,0.0
2014,JP3294460005,0.0
2014,JP3371200001,0.023103723089534022
2014,JP3493800001,0.0
2014,AU000000AMP6,0.0
2014,JP3166000004,0.0
2014,JP3551200003,0.0
2014,AU000000CQR9,0.0
2014,JP3242800005,0.0
2014,AU0000038911,0.0
2014,AU000000DXS1,0.0
2014,JP3733000008,0.0
2014,JP3902400005,0.0
2014,AU000000BLD2,0.0
2014,JP3320800000,0.0
2014,JP3667600005,0.0
2014,JP3027680002,0.0
2014,JP3165700000,0.0
2014,JP3635400009,0.0
2014,JP3493400000,0.0
2014,JP3621000003,0.0
2014,JP3429800000,0.0295521125617945
2014,JP3893600001,0.0
2014,JP3452000007,0.0
2014,SG1R50925390,0.0
2014,JP3491000000,0.0
2014,JP3898400001,0.0
2014,JP3942400007,0.0
2014,HK0011000095,0.0004545756905560364
2014,HK0066009694,0.0
2014,JP3270000007,0.0
2014,JP3792600003,0.0
2014,JP3903000002,0.0
2014,JP3118000003,0.0
2014,AU000000ASX7,0.0
2014,JP3519400000,0.0
2014,JP3977400005,0.06715792857180605
2014,JP3788600009,0.0
2014,JP3293200006,0.0
2014,JP3385820000,0.0
2014,AU000000NCM7,0.0
