Date,MV_Return,VW_Return,MV_CumReturn,VW_CumReturn
2016-09-30,0.03386633552835684,0.017638542559273815,1.6194255613317026,1.0615138160489137
2016-10-31,-0.007419509607220094,0.008011040932537046,1.6074102178212244,1.0700176466797353
2016-11-30,-0.03826340350936401,-0.017057602903329413,1.5459052320516562,1.0517657105631175
2016-12-31,-0.0019547676744542464,0.006482280129466026,1.542883346476272,1.0585835505295544
2017-01-31,0.04274727120314341,0.041358126372180226,1.6088373993229066,1.102364582787867
2017-02-28,0.007972044055475714,0.021071984594568893,1.621663121948406,1.1255935922939713
2017-03-31,0.011975416360344635,0.007732858177485461,1.6410832130299544,1.1342976479086668
2017-04-30,0.008466606323018303,0.003585356840164129,1.654977618537993,1.1383645097393782
2017-05-31,0.04635828395630238,0.014541964680749215,1.7316995409195024,1.1549185662338266
2017-06-30,0.010999398325311051,0.013454223463753896,1.7507471939498345,1.1704570987063747
2017-07-31,0.023223268353224857,0.03167035109072776,1.7914052658535866,1.20752588595904
2017-08-31,-7.824680119127795e-05,0.0002686130151001229,1.7912650941218964,1.207850243128079
2017-09-30,-0.007920305406882768,0.009240972539303895,1.7770777275117622,1.2190119540564173
2017-10-31,0.026661352981850912,0.03387370024092355,1.8244570240811386,1.2603043995782268
2017-11-30,0.030279730716483204,0.022253761870458754,1.879701091474112,1.2883509135707323
2017-12-31,0.003947377201369198,0.016187160165724288,1.8871209807079856,1.3092056561583587
2018-01-31,0.034682113847721824,0.043893351508178566,1.9525703254053244,1.366671080220613
2018-02-28,-0.0182783402968558,-0.02527834884320103,1.9168805805440234,1.332123891900882
2018-03-31,-0.004419129878341129,-0.028306047169128698,1.9084096362973295,1.2944167301816123
2018-04-30,0.0030608695702730466,0.013406848696210656,1.9142510292806878,1.311770779433001
2018-05-31,-0.006140311204996303,-0.008639777072155115,1.90249693223642,1.3004373723289326
2018-06-30,-0.017043816907591176,-0.01711392942793056,1.8700711228561286,1.2781817789134517
2018-07-31,-0.005192429068399358,0.01394725132902852,1.8603609111978363,1.2960089014281426
2018-08-31,-0.013900045805161115,-0.009841112947684229,1.8345018093180552,1.283254731447984
2018-09-30,0.019535071015242128,0.01747505828020536,1.8703389324406736,1.305679682668387
2018-10-31,-0.06298352008287902,-0.07987975005622824,1.752538402727506,1.2013823159633408
2018-11-30,0.013414755067977577,0.010447179975125018,1.77604827614732,1.2139333732371425
2018-12-31,-0.025568213441969828,-0.047487284737903104,1.7306378947395429,1.156286973489387
2019-01-31,0.047485282151875766,0.0629738787744777,1.8128177234739784,1.2291028491864155
2019-02-28,-0.0024968128360224134,0.013071419813607356,1.8082914569126396,1.245168968522232
2019-03-31,-0.005733510492336729,0.008996699289400655,1.797923598871228,1.2563713792965197
2019-04-30,-0.017483785163350016,0.014385080657441962,1.7664890889284464,1.2744443829234016
2019-05-31,-0.022811707170010034,-0.0376618441688143,1.726192457112793,1.2264464571719196
2019-06-30,0.029171239878388284,0.0446590075498522,1.7765476313554946,1.28121833876225
2019-07-31,-0.003033594892416819,-0.0014780259159512883,1.7711583055348794,1.2793246648535674
2019-08-31,-0.020813800027652648,-0.02953219588787844,1.7342937707461603,1.2415433982469175
2019-09-30,0.02416243928157943,0.031696753693818774,1.7761985386782357,1.2808962935413368
2019-10-31,0.03465975489045085,0.04222503010332255,1.8377611446656004,1.334982178095354
2019-11-30,-0.0013759512046519575,0.0006623396556880356,1.8352324750047353,1.3358663897315433
2019-12-31,0.020070693677299693,0.02658707330149482,1.8720668638371878,1.371383167356339
2020-01-31,-0.017734193236675935,-0.018143769990916974,1.8388672683219212,1.3465011065984105
2020-02-29,-0.08161278032634771,-0.08249361081516095,1.6887921979030531,1.2354233683484976
2020-03-31,-0.06749450506763345,-0.11442251197480205,1.5748080043435058,1.0940631231896913
2020-04-30,0.026225359331936527,0.06571679089092802,1.6161079101362241,1.1659614406778238
2020-05-31,0.0060315686273774705,0.03326311885969749,1.6258555759054585,1.2047449546649143
2020-06-30,-0.003988777653338119,0.02212671541778877,1.6193703995167315,1.2314020034278017
2020-07-31,-0.015343645970332926,-0.007133950791691721,1.5945233534117103,1.222617242130557
2020-08-31,0.0547940566017449,0.06659854055011025,1.6818937562913556,1.3040417661078527
2020-09-30,-0.022471138901481908,-0.015582118169318855,1.6440996880761973,1.283722033210633
2020-10-31,-0.03332149400994699,-0.011147110377491887,1.5893158301682107,1.2694122420124159
2020-11-30,0.0846972596511165,0.1329161675884338,1.7239265257035972,1.4381376523105476
2020-12-31,0.03396947745609171,0.045002895595509046,1.782487408954444,1.5028580109294496
2021-01-31,0.016307106521020003,-0.004358344985541991,1.8115546210046412,1.4963080372535336
2021-02-28,-0.004608768891539114,0.029728933237409938,1.803205584422031,1.540791678995644
2021-03-31,0.031715308434099795,0.014905855545409158,1.8603948057020667,1.5637584971883214
2021-04-30,-0.002737705221392509,-0.0020975648486187943,1.8553015931286447,1.5604784123328903
2021-05-31,0.011434427049938557,0.021772731935455092,1.876515903850909,1.5944542904956789
2021-06-30,0.00010550658766960783,-0.009546970987800172,1.876713888640632,1.579232081642943
2021-07-31,-0.008911525350164876,-0.01865403357871892,1.8599895052470043,1.5497730333633855
2021-08-31,0.027334127074032943,0.02351596473738751,1.9108306947397937,1.5862174413669128
2021-09-30,0.009589284977846562,0.012022281374209319,1.92915419481607,1.6052873937677041
2021-10-31,-0.015982231605204913,-0.011929078937222727,1.8983220056723669,1.5861377937305206
2021-11-30,-0.02760678033825098,-0.03824791607430596,1.845915447050502,1.5254713285136308
2021-12-31,0.015564252404294782,0.029440096930367955,1.8746457409853825,1.570381352289569
2022-01-31,-0.014138953941753973,-0.03375044271505785,1.8481402111964849,1.5173802864183248
2022-02-28,0.013316977903624076,0.0021500976971975724,1.8727518535517877,1.5206428022779257
2022-03-31,-0.020622699159271306,0.01664911367265891,1.8341306554760215,1.5459601571485615
2022-04-30,-0.036532118326846205,-0.06831217236867652,1.7671259773432755,1.4403522604183228
2022-05-31,0.01570605645146273,0.008690514569214445,1.7948805577002753,1.4528696627222892
2022-06-30,-0.0409215650664142,-0.07137486817386951,1.7214312361719017,1.3491712820716715
2022-07-31,0.02662232085578096,0.04215114084727578,1.7672597308724338,1.406040390809374
2022-08-31,-0.015735850202582835,-0.02062739908050899,1.7394503964783683,1.3770374345448342
2022-09-30,-0.07126442838689748,-0.10064638257194393,1.6154894582659751,1.2384435980917465
2022-10-31,-0.02370497349991343,0.013659512086002234,1.5771943234683907,1.2553601333877127
2022-11-30,0.10330842240125937,0.10899049396557424,1.7401317808461318,1.3921824544303285
2022-12-31,-0.008270467427200775,0.0017977070295144071,1.7257400776336072,1.3946851906150244
2023-01-31,0.03575590480213588,0.06470321798872859,1.787445475562705,1.4849258105290397
2023-02-28,-0.03731852460760221,-0.045105693409054105,1.7207406475981708,1.4179472021841257
2023-03-31,0.03506806033475651,0.026980983798476618,1.7810836844486115,1.456204812673351
2023-04-30,0.02363475003853821,0.006926623632841845,1.8231791521282734,1.466291395343072
2023-05-31,-0.008271366943441895,-0.008967590973690452,1.8080989683573871,1.4531422938613936
2023-06-30,0.02284520165073884,0.04594594762545304,1.8494053538940045,1.51990829358748
2023-07-31,0.029044232675429386,0.037754040955171694,1.903119913303687,1.577290973551687
2023-08-31,-0.0080735049503928,-0.03151863659945757,1.8877550652624384,1.5275769125447067
2023-09-30,-0.01597027054338626,-0.0172917743383237,1.8576071061505495,1.5011623972885504
2023-10-31,-0.023458606791426324,-0.05045691850664139,1.8140302314744043,1.4254183685433277
2023-11-30,-0.00499835983894412,0.06964735184969614,1.8049630556187721,1.5246949831902845
2023-12-31,0.0567587192559616,0.05164800673823711,1.9074104469600206,1.603442439955853
2024-01-31,0.011151805973027505,0.02182857618970565,1.9286815181754444,1.6384433054222367
2024-02-29,-0.0017365510397534805,0.02723204524390988,1.9253322642797035,1.6830614676450764
2024-03-31,0.02805259883784097,0.025245878618754283,1.9793428379190943,1.7255518331651465
2024-04-30,-0.024106468567534237,-0.034753897588678445,1.9316278720124236,1.6655821814713687
2024-05-31,-0.014230444832923123,0.011965106622350341,1.904139948142014,1.6855110498609605
2024-06-30,-0.024146071825538202,-0.005777866332475412,1.8581624481883003,1.6757723923129535
2024-07-31,0.04899698786181501,0.048167254877926224,1.949206811107463,1.7564897482508837
2024-08-31,0.017127195373251438,0.014177625563537577,1.982591256984173,1.781392602207777
2024-09-30,0.01441072319064343,0.020431687519734853,2.0111618307887618,1.8177894592060535
2024-10-31,-0.043145790800717655,-0.04388213536566083,1.9243886631711615,1.738020976090902
2024-11-30,0.018806116601213025,0.0031793592638310825,1.9605789407568108,1.7435467691819695
2024-12-31,-0.013802575678435418,-0.009904936314324887,1.933517901553468,1.726277049472175
2025-01-31,0.010424211687966615,0.014732810816944306,1.9536733014617345,1.7517099626596813
2025-02-28,0.013105532853361532,-0.008825849403990397,1.9792772310987765,1.736249634329777
2025-03-31,0.02877367932037785,0.004034043447141258,2.036228319432538,1.7432537407897466
2025-04-30,0.06032597440740353,0.05506506557113954,2.159065776918256,1.8392461223334684
2025-05-31,0.020997475008101063,0.03866117694017075,2.204400706609943,1.9103535421055255
2025-06-30,0.029694331494870822,0.02285892640434826,2.2698589119395463,1.9540221731308016
2025-07-31,0.015928551904492435,-0.0002265904128584473,2.30601447743425,1.9535794104398574
2025-08-31,0.06241016406866283,0.0616629502549649,2.4499332193156333,2.074042880444934
2025-09-30,0.011559912733188356,0.020372289126210984,2.4782542335330615,2.1162958816655175
2025-10-31,-0.005064219238300935,0.028072689516782982,2.4657038107662026,2.17570599887716
2025-11-30,0.02685021106538299,-0.006469133677908642,2.5319084785099943,2.1616310659265956
2025-12-31,-0.007060512442369751,0.007292430941722384,2.514031907194533,2.177394611196347
